,Unnamed: 0,Session_ID,User_ID,Visit_date,Device_Type,Browser,Operating_System,Traffic_Source,Country,City,Landing_Page,Exit_Page,Bounce,New_or_Returning,Conversation,Pages_Visited,Session_Duration,Page_Views,Clicks,Revenue
1441,1441,ses1442,usd1442,2025-09-09,Mobile,Opera,Windows,Email marketing,Australia,Chennai,Services,Products,Yes,New Visitor,Yes,55,52,9,47,2033
1442,1442,ses1443,usd1443,2025-03-01,Tablet,Safari,Windows,Referral,Germany,London,Contact,Services,No,New Visitor,Yes,82,5,2,45,7986
1443,1443,ses1444,usd1444,2025-03-26,Desktop,Chrome,Windows,Paid search,UK,Bangalore,Home,Home,No,New Visitor,No,15,25,17,16,6703
1444,1444,ses1445,usd1445,2025-03-06,Tablet,Safari,MacOS,Email marketing,Australia,New York,Services,Home,Yes,New Visitor,Yes,12,47,5,38,7991
1445,1445,ses1446,usd1446,2025-03-28,Mobile,Opera,Android,Organic search,Australia,Delhi,Blog,Contact,Yes,New Visitor,No,74,27,8,10,7558
1446,1446,ses1447,usd1447,2025-05-24,Tablet,Firefox,iOS,Referral,UK,Hyderabad,Pricing,Services,Yes,Returning Visitor,Yes,92,35,12,22,6644
1447,1447,ses1448,usd1448,2025-03-22,Mobile,Opera,Linux,Referral,Germany,Bangalore,Blog,Blog,No,New Visitor,Yes,6,6,8,34,4649
1448,1448,ses1449,usd1449,2025-10-17,Desktop,Opera,Windows,Social media,US,Singapore,Contact,Home,No,Returning Visitor,No,8,30,13,43,2197
1449,1449,ses1450,usd1450,2025-02-14,Mobile,Opera,Windows,Direct,Singapore,Chennai,Home,Blog,No,Returning Visitor,Yes,79,27,3,40,3250
1450,1450,ses1451,usd1451,2025-01-13,Tablet,Firefox,MacOS,Referral,Australia,London,About us,Blog,Yes,Returning Visitor,Yes,6,6,4,36,5030
1451,1451,ses1452,usd1452,2025-03-23,Desktop,Edge,Windows,Direct,Canada,Singapore,Blog,Products,No,Returning Visitor,No,1,28,21,18,9528
1452,1452,ses1453,usd1453,2025-03-04,Tablet,Firefox,iOS,Email marketing,Australia,Bangalore,Home,Services,No,Returning Visitor,No,46,15,2,25,9388
1453,1453,ses1454,usd1454,2025-03-21,Desktop,Firefox,Windows,Organic search,Australia,Chennai,Contact,Contact,No,Returning Visitor,Yes,5,18,4,48,6050
1454,1454,ses1455,usd1455,2025-04-05,Mobile,Safari,Windows,Referral,Germany,Singapore,Products,Products,Yes,New Visitor,No,11,25,8,29,4841
1455,1455,ses1456,usd1456,2025-01-08,Tablet,Chrome,Linux,Paid search,UK,Mumbai,Contact,Contact,Yes,New Visitor,No,38,6,1,8,7863
1456,1456,ses1457,usd1457,2025-10-05,Mobile,Firefox,iOS,Email marketing,Australia,Delhi,Blog,Blog,No,Returning Visitor,Yes,50,6,5,45,6301
1457,1457,ses1458,usd1458,2025-09-06,Tablet,Firefox,Linux,Social media,India,Mumbai,Contact,Pricing,No,Returning Visitor,No,97,52,14,32,238
1458,1458,ses1459,usd1459,2025-09-26,Desktop,Chrome,MacOS,Organic search,India,Delhi,Contact,Contact,No,New Visitor,Yes,7,15,9,18,6342
1459,1459,ses1460,usd1460,2025-05-24,Mobile,Opera,Windows,Direct,US,Hyderabad,Services,Contact,Yes,Returning Visitor,Yes,49,51,22,10,1825
1460,1460,ses1461,usd1461,2025-08-10,Tablet,Firefox,MacOS,Direct,Canada,New York,Pricing,Services,Yes,Returning Visitor,No,4,49,23,13,5923
1461,1461,ses1462,usd1462,2025-09-28,Desktop,Safari,Android,Email marketing,Singapore,Hyderabad,Pricing,Contact,Yes,Returning Visitor,Yes,49,44,16,25,5899
1462,1462,ses1463,usd1463,2025-07-19,Mobile,Opera,iOS,Organic search,India,Chennai,Contact,Services,No,Returning Visitor,Yes,47,23,13,29,1284
1463,1463,ses1464,usd1464,2025-04-01,Mobile,Firefox,Windows,Social media,US,Hyderabad,Home,Products,No,Returning Visitor,No,68,28,3,8,2264
1464,1464,ses1465,usd1465,2025-03-12,Tablet,Opera,Android,Referral,US,Chennai,Blog,Contact,Yes,New Visitor,No,78,50,4,31,9698
1465,1465,ses1466,usd1466,2025-04-02,Mobile,Chrome,Windows,Email marketing,Canada,Sydney,Services,Pricing,Yes,Returning Visitor,No,83,32,15,41,2143
1466,1466,ses1467,usd1467,2025-02-03,Tablet,Opera,Windows,Referral,Singapore,Chennai,About us,Home,No,Returning Visitor,No,58,35,17,10,337
1467,1467,ses1468,usd1468,2025-11-04,Mobile,Safari,iOS,Paid search,Singapore,New York,Pricing,Home,No,New Visitor,Yes,75,49,20,2,431
1468,1468,ses1469,usd1469,2025-10-12,Tablet,Edge,iOS,Social media,Germany,Singapore,Pricing,Contact,No,New Visitor,No,12,59,7,49,9146
1469,1469,ses1470,usd1470,2025-09-07,Mobile,Firefox,MacOS,Direct,UK,New York,Contact,Blog,No,Returning Visitor,No,68,27,19,42,2489
1470,1470,ses1471,usd1471,2025-03-22,Desktop,Firefox,Windows,Referral,Singapore,London,Login,Contact,No,Returning Visitor,Yes,12,53,12,8,9712
1471,1471,ses1472,usd1472,2025-05-26,Desktop,Chrome,Windows,Social media,UK,Mumbai,About us,Contact,No,New Visitor,Yes,56,40,24,26,9595
1472,1472,ses1473,usd1473,2025-11-18,Tablet,Edge,Android,Social media,Singapore,New York,Services,Services,No,Returning Visitor,No,51,50,15,42,8699
1473,1473,ses1474,usd1474,2025-08-02,Mobile,Safari,MacOS,Social media,Australia,Bangalore,Services,Pricing,No,Returning Visitor,Yes,8,6,7,36,4333
1474,1474,ses1475,usd1475,2025-02-16,Mobile,Opera,MacOS,Referral,India,Mumbai,Services,Pricing,No,Returning Visitor,Yes,84,23,13,34,4659
1475,1475,ses1476,usd1476,2025-10-10,Mobile,Edge,Windows,Direct,Germany,Sydney,Login,Contact,Yes,Returning Visitor,Yes,43,15,19,46,8824
1476,1476,ses1477,usd1477,2025-05-03,Tablet,Safari,Android,Direct,Australia,Hyderabad,Services,Contact,Yes,Returning Visitor,Yes,50,21,13,20,4854
1477,1477,ses1478,usd1478,2025-12-18,Desktop,Safari,MacOS,Direct,Canada,Singapore,Home,Blog,No,Returning Visitor,No,61,27,2,44,526
1478,1478,ses1479,usd1479,2025-04-28,Desktop,Opera,Android,Social media,Germany,Bangalore,Blog,Blog,No,Returning Visitor,Yes,69,50,14,20,2218
1479,1479,ses1480,usd1480,2025-03-26,Desktop,Firefox,iOS,Referral,UK,Sydney,Blog,Home,No,New Visitor,Yes,89,16,3,24,1477
1480,1480,ses1481,usd1481,2025-05-03,Mobile,Chrome,MacOS,Social media,Singapore,Singapore,Pricing,Contact,No,New Visitor,Yes,72,11,9,40,3330
1481,1481,ses1482,usd1482,2025-12-02,Desktop,Safari,Android,Paid search,Australia,Hyderabad,Login,Pricing,No,Returning Visitor,No,88,58,24,1,6135
1482,1482,ses1483,usd1483,2025-07-17,Tablet,Edge,MacOS,Social media,US,Singapore,Services,Home,Yes,New Visitor,Yes,21,13,18,46,4158
1483,1483,ses1484,usd1484,2025-09-12,Tablet,Opera,Android,Paid search,Germany,Chennai,Blog,Blog,No,New Visitor,Yes,1,34,11,18,7907
1484,1484,ses1485,usd1485,2025-04-06,Desktop,Chrome,MacOS,Direct,Australia,Bangalore,Blog,Contact,Yes,New Visitor,Yes,39,49,11,29,6095
1485,1485,ses1486,usd1486,2025-12-14,Desktop,Chrome,iOS,Paid search,US,New York,Services,Pricing,Yes,Returning Visitor,No,1,54,21,29,4355
1486,1486,ses1487,usd1487,2025-12-11,Tablet,Firefox,MacOS,Email marketing,India,Hyderabad,Services,Home,No,Returning Visitor,Yes,52,37,20,45,422
1487,1487,ses1488,usd1488,2025-01-27,Tablet,Firefox,Windows,Paid search,UK,New York,Home,Contact,Yes,New Visitor,No,60,34,23,38,2471
1488,1488,ses1489,usd1489,2025-08-13,Desktop,Chrome,Linux,Direct,Canada,Bangalore,Services,Pricing,No,New Visitor,No,82,3,5,38,9165
1489,1489,ses1490,usd1490,2025-09-03,Desktop,Safari,Linux,Email marketing,Canada,Sydney,Login,Home,No,New Visitor,Yes,4,4,14,13,5103
1490,1490,ses1491,usd1491,2025-05-01,Tablet,Edge,iOS,Email marketing,Canada,Bangalore,Pricing,Home,Yes,Returning Visitor,Yes,29,20,21,2,8096
1491,1491,ses1492,usd1492,2025-10-30,Desktop,Firefox,Linux,Referral,Germany,Mumbai,Blog,Blog,Yes,Returning Visitor,Yes,74,50,18,22,5540
1492,1492,ses1493,usd1493,2025-02-13,Mobile,Chrome,iOS,Organic search,Singapore,Sydney,About us,Blog,No,Returning Visitor,No,15,52,11,26,4471
1493,1493,ses1494,usd1494,2025-01-09,Desktop,Chrome,Windows,Referral,Singapore,Sydney,Home,Products,Yes,New Visitor,Yes,56,30,19,49,6777
1494,1494,ses1495,usd1495,2025-03-10,Desktop,Opera,Linux,Organic search,UK,Hyderabad,Login,Home,No,New Visitor,Yes,15,44,3,11,1865
1495,1495,ses1496,usd1496,2025-08-09,Desktop,Opera,Linux,Paid search,Canada,Bangalore,About us,Contact,Yes,New Visitor,Yes,38,30,23,35,4962
1496,1496,ses1497,usd1497,2025-04-14,Tablet,Edge,MacOS,Direct,Australia,Sydney,Blog,Blog,No,Returning Visitor,Yes,98,42,1,29,4342
1497,1497,ses1498,usd1498,2025-11-21,Mobile,Opera,Linux,Direct,India,Chennai,Products,Contact,Yes,Returning Visitor,No,75,3,16,49,3355
1498,1498,ses1499,usd1499,2025-07-28,Mobile,Firefox,Android,Email marketing,Canada,London,Services,Services,No,Returning Visitor,Yes,38,22,8,1,5115
1499,1499,ses1500,usd1500,2025-01-28,Desktop,Edge,Windows,Direct,Canada,Bangalore,About us,Blog,No,New Visitor,Yes,30,3,20,21,2040
1500,1500,ses1501,usd1501,2025-04-23,Desktop,Chrome,iOS,Referral,UK,Sydney,Home,Contact,No,New Visitor,Yes,74,22,7,13,847
1501,1501,ses1502,usd1502,2025-04-18,Tablet,Safari,Windows,Organic search,India,Hyderabad,About us,Blog,No,Returning Visitor,No,18,43,21,44,346
1502,1502,ses1503,usd1503,2025-03-28,Tablet,Safari,Android,Direct,UK,Bangalore,Services,Pricing,No,New Visitor,No,25,40,24,17,7535
1503,1503,ses1504,usd1504,2025-09-16,Tablet,Safari,Android,Organic search,India,Sydney,About us,Contact,Yes,Returning Visitor,Yes,5,42,23,23,9622
1504,1504,ses1505,usd1505,2025-05-24,Mobile,Chrome,iOS,Referral,UK,Singapore,Login,Contact,Yes,New Visitor,No,62,41,5,30,8509
1505,1505,ses1506,usd1506,2025-10-06,Tablet,Edge,Windows,Direct,India,Bangalore,Services,Services,Yes,Returning Visitor,Yes,55,15,9,45,7705
1506,1506,ses1507,usd1507,2025-05-25,Tablet,Chrome,iOS,Social media,Australia,London,Contact,Services,No,Returning Visitor,Yes,5,17,8,14,380
1507,1507,ses1508,usd1508,2025-12-21,Tablet,Chrome,Android,Email marketing,India,London,Pricing,Contact,No,Returning Visitor,No,44,52,7,48,6400
1508,1508,ses1509,usd1509,2025-07-19,Tablet,Safari,Android,Direct,UK,Bangalore,About us,Home,No,Returning Visitor,No,77,15,24,31,328
1509,1509,ses1510,usd1510,2025-06-25,Mobile,Opera,Windows,Organic search,India,Bangalore,Home,Blog,Yes,New Visitor,No,40,31,24,48,1570
1510,1510,ses1511,usd1511,2025-10-25,Tablet,Safari,Linux,Direct,Singapore,Singapore,Services,Services,Yes,New Visitor,Yes,7,8,23,4,2329
1511,1511,ses1512,usd1512,2025-05-31,Tablet,Edge,iOS,Social media,UK,New York,Contact,Pricing,No,Returning Visitor,Yes,12,39,20,27,8546
1512,1512,ses1513,usd1513,2025-09-08,Tablet,Opera,Windows,Referral,UK,Chennai,Products,Pricing,Yes,New Visitor,No,16,35,23,38,4950
1513,1513,ses1514,usd1514,2025-12-17,Tablet,Chrome,iOS,Social media,US,Sydney,Pricing,Services,No,New Visitor,Yes,32,46,24,47,5424
1514,1514,ses1515,usd1515,2025-11-28,Mobile,Safari,MacOS,Organic search,India,Hyderabad,Pricing,Pricing,Yes,New Visitor,Yes,1,20,3,12,3755
1515,1515,ses1516,usd1516,2025-06-24,Desktop,Edge,Linux,Paid search,US,Mumbai,Login,Contact,No,Returning Visitor,No,93,45,13,29,7505
1516,1516,ses1517,usd1517,2025-07-28,Tablet,Edge,Linux,Paid search,UK,Sydney,Pricing,Products,Yes,New Visitor,Yes,98,36,21,21,3287
1517,1517,ses1518,usd1518,2025-10-14,Mobile,Safari,iOS,Organic search,US,Mumbai,Blog,Pricing,No,New Visitor,Yes,51,11,23,16,7531
1518,1518,ses1519,usd1519,2025-12-05,Mobile,Chrome,iOS,Organic search,Australia,Singapore,Pricing,Services,Yes,Returning Visitor,Yes,21,36,8,9,1185
1519,1519,ses1520,usd1520,2025-01-28,Mobile,Chrome,Windows,Referral,US,Delhi,Products,Products,Yes,Returning Visitor,No,23,46,14,26,5486
1520,1520,ses1521,usd1521,2025-03-30,Desktop,Chrome,Android,Referral,US,Delhi,Contact,Products,Yes,Returning Visitor,Yes,50,24,13,38,745
1521,1521,ses1522,usd1522,2025-11-27,Desktop,Edge,iOS,Referral,Australia,Delhi,Pricing,Contact,Yes,New Visitor,No,97,51,15,39,5296
1522,1522,ses1523,usd1523,2025-09-04,Tablet,Opera,iOS,Paid search,Australia,Sydney,Home,Services,Yes,New Visitor,No,93,38,10,19,7370
1523,1523,ses1524,usd1524,2025-02-10,Mobile,Edge,Android,Referral,Canada,New York,Pricing,Products,No,Returning Visitor,No,91,22,24,48,1290
1524,1524,ses1525,usd1525,2025-01-02,Mobile,Firefox,Linux,Organic search,Australia,Singapore,Services,Products,Yes,New Visitor,Yes,13,53,5,30,2563
1525,1525,ses1526,usd1526,2025-02-05,Mobile,Opera,Android,Organic search,US,Chennai,Pricing,Contact,No,Returning Visitor,Yes,33,4,8,4,3157
1526,1526,ses1527,usd1527,2025-06-09,Tablet,Opera,Android,Organic search,Singapore,Bangalore,Blog,Home,No,Returning Visitor,Yes,62,8,10,12,1052
1527,1527,ses1528,usd1528,2025-01-16,Mobile,Safari,Linux,Social media,Singapore,Sydney,Pricing,Contact,No,New Visitor,No,96,26,4,2,8087
1528,1528,ses1529,usd1529,2025-03-24,Desktop,Chrome,Linux,Social media,Australia,Chennai,Home,Pricing,No,New Visitor,Yes,40,59,20,43,3668
1529,1529,ses1530,usd1530,2025-10-23,Desktop,Opera,iOS,Referral,India,Delhi,Products,Services,No,Returning Visitor,No,48,20,24,6,5058
1530,1530,ses1531,usd1531,2025-03-24,Mobile,Firefox,Android,Email marketing,Australia,Hyderabad,Contact,Contact,No,Returning Visitor,Yes,20,14,23,23,5043
1531,1531,ses1532,usd1532,2025-01-19,Desktop,Opera,MacOS,Referral,India,London,Contact,Contact,Yes,New Visitor,Yes,2,58,2,30,2945
1532,1532,ses1533,usd1533,2025-06-28,Desktop,Chrome,Windows,Email marketing,UK,Hyderabad,Contact,Home,No,Returning Visitor,Yes,22,5,15,43,7188
1533,1533,ses1534,usd1534,2025-04-05,Tablet,Chrome,MacOS,Social media,India,New York,Login,Services,No,New Visitor,No,71,33,17,7,7707
1534,1534,ses1535,usd1535,2025-08-13,Tablet,Opera,Windows,Direct,India,London,Home,Contact,Yes,New Visitor,Yes,59,39,20,44,5158
1535,1535,ses1536,usd1536,2025-08-21,Desktop,Opera,Android,Email marketing,US,Singapore,Blog,Blog,No,Returning Visitor,No,30,38,13,7,4233
1536,1536,ses1537,usd1537,2025-01-25,Mobile,Opera,MacOS,Social media,Germany,Bangalore,Login,Contact,No,New Visitor,Yes,53,37,2,21,8581
1537,1537,ses1538,usd1538,2025-09-03,Desktop,Edge,iOS,Organic search,Australia,Hyderabad,Home,Products,Yes,New Visitor,Yes,95,51,9,33,1070
1538,1538,ses1539,usd1539,2025-07-10,Mobile,Opera,iOS,Direct,US,Mumbai,Home,Blog,Yes,Returning Visitor,Yes,7,37,9,42,2661
1539,1539,ses1540,usd1540,2025-03-05,Desktop,Edge,iOS,Organic search,UK,Hyderabad,Services,Blog,Yes,New Visitor,Yes,17,5,2,6,6864
1540,1540,ses1541,usd1541,2025-03-09,Desktop,Edge,Android,Paid search,India,Singapore,Blog,Contact,No,Returning Visitor,No,7,32,18,11,6459
1541,1541,ses1542,usd1542,2025-07-01,Tablet,Chrome,Windows,Referral,Canada,Sydney,About us,Contact,No,New Visitor,No,30,7,4,29,8593
1542,1542,ses1543,usd1543,2025-08-10,Desktop,Chrome,Windows,Referral,Australia,Sydney,Blog,Products,Yes,Returning Visitor,Yes,10,9,12,37,3718
1543,1543,ses1544,usd1544,2025-03-17,Desktop,Safari,iOS,Organic search,Singapore,London,About us,Pricing,No,Returning Visitor,Yes,17,28,20,10,2623
1544,1544,ses1545,usd1545,2025-10-26,Tablet,Chrome,iOS,Organic search,India,Sydney,Login,Contact,No,New Visitor,No,22,37,14,23,3683
1545,1545,ses1546,usd1546,2025-07-18,Tablet,Opera,Linux,Organic search,Singapore,Chennai,Services,Contact,Yes,Returning Visitor,No,26,16,7,42,2518
1546,1546,ses1547,usd1547,2025-07-18,Tablet,Edge,Android,Organic search,UK,Bangalore,Services,Home,No,Returning Visitor,Yes,83,22,10,25,1367
1547,1547,ses1548,usd1548,2025-07-04,Mobile,Chrome,iOS,Direct,Canada,Delhi,Home,Pricing,Yes,New Visitor,Yes,34,8,7,24,8561
1548,1548,ses1549,usd1549,2025-02-13,Tablet,Chrome,iOS,Paid search,UK,Singapore,Contact,Home,Yes,Returning Visitor,No,79,11,4,26,2304
1549,1549,ses1550,usd1550,2025-11-02,Tablet,Edge,Windows,Organic search,Singapore,Bangalore,Pricing,Pricing,No,Returning Visitor,Yes,86,59,20,23,5324
1550,1550,ses1551,usd1551,2025-02-27,Mobile,Edge,Windows,Organic search,Germany,Hyderabad,Blog,Contact,Yes,Returning Visitor,No,95,2,7,30,2596
1551,1551,ses1552,usd1552,2025-05-30,Tablet,Edge,Android,Direct,UK,Chennai,Products,Pricing,No,New Visitor,Yes,83,8,11,36,2427
1552,1552,ses1553,usd1553,2025-03-27,Mobile,Edge,Android,Social media,India,Hyderabad,Pricing,Contact,No,Returning Visitor,No,16,54,11,39,4086
1553,1553,ses1554,usd1554,2025-05-21,Mobile,Safari,Android,Paid search,Canada,Bangalore,Contact,Services,No,Returning Visitor,Yes,78,11,21,13,5856
1554,1554,ses1555,usd1555,2025-11-05,Desktop,Opera,MacOS,Paid search,Australia,New York,Login,Contact,No,Returning Visitor,Yes,56,4,7,32,9292
1555,1555,ses1556,usd1556,2025-06-21,Mobile,Opera,MacOS,Organic search,Singapore,Sydney,Pricing,Blog,Yes,New Visitor,No,93,4,17,19,6916
1556,1556,ses1557,usd1557,2025-07-18,Mobile,Opera,Windows,Referral,Canada,Singapore,Pricing,Pricing,Yes,Returning Visitor,Yes,81,3,2,11,2005
1557,1557,ses1558,usd1558,2025-02-17,Mobile,Firefox,MacOS,Direct,Singapore,Chennai,Home,Services,No,New Visitor,Yes,84,31,6,7,7489
1558,1558,ses1559,usd1559,2025-03-04,Desktop,Edge,Windows,Organic search,UK,Bangalore,Home,Products,Yes,Returning Visitor,Yes,63,39,20,39,276
1559,1559,ses1560,usd1560,2025-05-23,Tablet,Firefox,MacOS,Email marketing,US,London,About us,Pricing,No,New Visitor,Yes,21,39,16,5,683
1560,1560,ses1561,usd1561,2025-12-27,Tablet,Edge,iOS,Referral,Germany,London,Home,Blog,Yes,Returning Visitor,Yes,58,9,11,8,3002
1561,1561,ses1562,usd1562,2025-08-03,Desktop,Opera,Android,Social media,UK,London,Pricing,Contact,Yes,New Visitor,No,66,54,7,22,169
1562,1562,ses1563,usd1563,2025-10-29,Mobile,Edge,Windows,Paid search,Germany,Sydney,Contact,Home,No,New Visitor,No,92,4,10,29,4258
1563,1563,ses1564,usd1564,2025-07-21,Tablet,Opera,Android,Email marketing,Singapore,Hyderabad,Home,Services,No,Returning Visitor,Yes,54,15,24,35,6529
1564,1564,ses1565,usd1565,2025-09-28,Desktop,Opera,Linux,Direct,US,Chennai,Blog,Blog,No,New Visitor,Yes,15,35,13,13,2377
1565,1565,ses1566,usd1566,2025-03-22,Tablet,Chrome,iOS,Paid search,India,Hyderabad,About us,Blog,No,Returning Visitor,Yes,56,4,19,26,1681
1566,1566,ses1567,usd1567,2025-02-20,Mobile,Safari,Android,Email marketing,India,London,Blog,Contact,No,Returning Visitor,Yes,87,18,4,37,6671
1567,1567,ses1568,usd1568,2025-08-31,Mobile,Safari,MacOS,Social media,Germany,Sydney,Blog,Products,No,New Visitor,No,21,24,13,31,889
1568,1568,ses1569,usd1569,2025-07-08,Desktop,Edge,MacOS,Social media,UK,Hyderabad,About us,Home,Yes,Returning Visitor,No,72,4,19,32,2029
1569,1569,ses1570,usd1570,2025-05-06,Desktop,Opera,Android,Email marketing,India,Singapore,Contact,Products,Yes,New Visitor,Yes,58,8,6,24,9429
1570,1570,ses1571,usd1571,2025-10-21,Desktop,Firefox,iOS,Paid search,US,Bangalore,Products,Pricing,Yes,New Visitor,No,46,40,8,25,3364
1571,1571,ses1572,usd1572,2025-01-31,Tablet,Firefox,Windows,Organic search,Australia,Chennai,Contact,Services,No,Returning Visitor,No,71,57,11,21,774
1572,1572,ses1573,usd1573,2025-09-21,Mobile,Chrome,MacOS,Paid search,UK,Delhi,About us,Home,No,New Visitor,No,80,21,22,36,271
1573,1573,ses1574,usd1574,2025-06-07,Mobile,Firefox,Windows,Social media,Singapore,London,Login,Blog,Yes,New Visitor,Yes,57,27,2,37,8656
1574,1574,ses1575,usd1575,2025-01-08,Tablet,Safari,Android,Referral,Singapore,New York,Login,Home,Yes,Returning Visitor,No,80,29,11,47,5512
1575,1575,ses1576,usd1576,2025-12-14,Mobile,Firefox,Android,Direct,Canada,Singapore,Login,Blog,No,Returning Visitor,Yes,52,3,21,23,354
1576,1576,ses1577,usd1577,2025-04-23,Desktop,Firefox,MacOS,Email marketing,US,Bangalore,Contact,Contact,Yes,New Visitor,No,45,50,21,21,5772
1577,1577,ses1578,usd1578,2025-04-03,Mobile,Firefox,Windows,Social media,Singapore,Singapore,Login,Products,No,New Visitor,No,24,43,6,31,9754
1578,1578,ses1579,usd1579,2025-02-20,Desktop,Chrome,Android,Direct,Canada,Delhi,Blog,Home,No,New Visitor,Yes,21,29,7,12,5499
1579,1579,ses1580,usd1580,2025-01-01,Desktop,Safari,Linux,Organic search,India,London,Login,Pricing,Yes,Returning Visitor,No,9,4,13,22,2897
1580,1580,ses1581,usd1581,2025-02-23,Tablet,Edge,iOS,Paid search,Australia,Singapore,Home,Contact,Yes,New Visitor,No,89,21,21,39,87
1581,1581,ses1582,usd1582,2025-06-16,Desktop,Firefox,Linux,Organic search,Canada,Bangalore,Blog,Contact,Yes,New Visitor,No,75,16,1,13,2165
1582,1582,ses1583,usd1583,2026-01-01,Tablet,Edge,MacOS,Organic search,Australia,London,About us,Products,Yes,New Visitor,Yes,73,51,8,37,8810
1583,1583,ses1584,usd1584,2025-06-27,Desktop,Safari,iOS,Social media,Singapore,Hyderabad,Products,Pricing,Yes,New Visitor,Yes,62,53,24,8,5297
1584,1584,ses1585,usd1585,2025-10-05,Mobile,Edge,Android,Direct,Canada,Bangalore,Pricing,Blog,No,New Visitor,No,25,10,8,12,3597
1585,1585,ses1586,usd1586,2025-11-02,Mobile,Chrome,Windows,Email marketing,Singapore,Sydney,Blog,Home,Yes,Returning Visitor,No,95,58,1,17,3256
1586,1586,ses1587,usd1587,2025-09-07,Tablet,Firefox,Linux,Paid search,UK,Singapore,About us,Products,Yes,New Visitor,No,3,31,9,6,7002
1587,1587,ses1588,usd1588,2025-10-22,Mobile,Opera,iOS,Email marketing,Germany,Chennai,Products,Products,No,Returning Visitor,No,48,51,8,5,1916
1588,1588,ses1589,usd1589,2025-03-20,Desktop,Safari,Windows,Email marketing,Canada,Hyderabad,Home,Services,No,Returning Visitor,No,77,25,10,2,7259
1589,1589,ses1590,usd1590,2025-10-31,Tablet,Firefox,Windows,Social media,Australia,Chennai,Contact,Contact,Yes,New Visitor,Yes,60,58,1,11,2467
1590,1590,ses1591,usd1591,2025-02-13,Tablet,Edge,Windows,Email marketing,US,Chennai,Products,Services,Yes,Returning Visitor,Yes,51,17,2,43,1206
1591,1591,ses1592,usd1592,2025-01-02,Mobile,Opera,MacOS,Organic search,Germany,Mumbai,Products,Contact,Yes,Returning Visitor,No,56,2,10,13,2920
1592,1592,ses1593,usd1593,2025-08-09,Mobile,Chrome,MacOS,Social media,US,Mumbai,Contact,Home,No,New Visitor,Yes,42,27,15,14,6921
1593,1593,ses1594,usd1594,2025-10-24,Desktop,Opera,Android,Referral,UK,Hyderabad,Blog,Services,Yes,New Visitor,No,59,30,21,12,1736
1594,1594,ses1595,usd1595,2025-03-13,Mobile,Safari,Windows,Paid search,Singapore,Chennai,Pricing,Services,No,Returning Visitor,No,75,35,2,23,7153
